Tweet,label
"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",optimism
@GreggDoyelStar I'm sure you'll have a heyday if they do,optimism
The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,optimism
I swear I got anger issues but my heart big AF...,optimism
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,optimism
"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",optimism
It would appear it's a good year for the #blues,optimism
@Kailyew hahah tiff sent me that too😂,optimism
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",optimism
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊,optimism
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,optimism
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,optimism
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",optimism
It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting,optimism
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,optimism
"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",optimism
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,optimism
Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,optimism
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip",optimism
But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,optimism
you know it's beauty when the smile is her best curve,optimism
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",optimism
"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote",optimism
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",optimism
I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,optimism
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,optimism
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",optimism
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,optimism
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,optimism
@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig,optimism
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,optimism
"“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou",optimism
@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too,optimism
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,optimism
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",optimism
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,optimism
@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂,optimism
@doctorofinfo I was just introducing a little levity to the convo. Yep!,optimism
Keep smiling :),optimism
No doubt.... #smiling ...the best #medicine 😊😊😊,optimism
On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,optimism
@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,optimism
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,optimism
Thank you @twitter for the balloons today.  #goodday #48,optimism
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,optimism
@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his ,optimism
I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,optimism
"@SeveChambers i'm elated, thank you for your help! can i apply to be verified?",optimism
"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",optimism
"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland",optimism
Refuse to let myself get discouraged.,optimism
Howling with laughter at “WELL DONE BEZZA!” #bakeoff #GBBO,optimism
@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,optimism
Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,optimism
"A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert  justice.",optimism
"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",optimism
"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",optimism
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,optimism
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,optimism
@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet,optimism
@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat,optimism
"It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!",optimism
Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,optimism
Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable,optimism
We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,optimism
@liamch88 yeah! :) playing well #optimism,optimism
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. ",optimism
Peter is aesthetically pleasing to look at,optimism
"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",optimism
@mywrldsbl I can be your wolf if you want. Hihi~ #breezy,optimism
the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,optimism
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,optimism
Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,optimism
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,optimism
Candice on great british bake off with that pout does my head in 👊🏻🙄,optimism
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,optimism
This maybe a new start but it will always be align with the end. #start #forward,optimism
Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,optimism
@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,optimism
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,optimism
No we didn't just bully our professor to move the Chem quiz to Monday 😂,optimism
I've got some new pens to break in. Name an animated series and I'll draw you in that style 🖍,optimism
😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,optimism
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",optimism
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,optimism
If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,optimism
