Tweet,label
It's been 5 weeks and I still go through depression smh,pessimism
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,pessimism
Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,pessimism
"me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind",pessimism
"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",pessimism
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ,pessimism
No we didn't just bully our professor to move the Chem quiz to Monday 😂,pessimism
"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.",pessimism
This world has some serious issues we should all go to therapy,pessimism
"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",pessimism
Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,pessimism
I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible,pessimism
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",pessimism
"@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space",pessimism
"There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'",pessimism
I truly believe in my heart right now that Satan is rejoicing because we are all against one another,pessimism
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism,pessimism
Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money,pessimism
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",pessimism
"I hate that if I don't start the conversation, there won't be one.",pessimism
"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",pessimism
Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,pessimism
I have a fear of failure but no urge to be productive,pessimism
"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",pessimism
"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",pessimism
What's the worst affliction that you or someone you know ever convinced yourself you had?,pessimism
I just want to be in Canada rn 😭 awe,pessimism
@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,pessimism
I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,pessimism
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. #nightmare,pessimism
"Everything is far away because time is short, no rest for the weary.",pessimism
i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,pessimism
@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha,pessimism
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,pessimism
"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",pessimism
Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,pessimism
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,pessimism
"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",pessimism
I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,pessimism
are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,pessimism
Literally being here makes me depress tbh,pessimism
I don't want speak front to him #afraid #intimidate #nopanicattack,pessimism
Quinn's short hair makes me sad. ,pessimism
It's a gloomy ass day,pessimism
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,pessimism
@URClassless I think that yawning actor died of a drug overdose. #glee,pessimism
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",pessimism
@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,pessimism
@wowairsupport it world be great if the live support was actually helpful #nightmare,pessimism
@YahooFantasy update may have been the worst mistake of my day ,pessimism
"It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer",pessimism
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,pessimism
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday ,pessimism
How sad is it that I'm rejoicing over a 72💀 #collegekills,pessimism
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,pessimism
Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite,pessimism
Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,pessimism
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,pessimism
It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,pessimism
Should've stayed at school cause ain't nobody here,pessimism
I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,pessimism
Condolences to the  JC and the Georges family.. #sad,pessimism
I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,pessimism
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,pessimism
@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,pessimism
A Leopard never changes its spots! #lost,pessimism
So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,pessimism
"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",pessimism
"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",pessimism
When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,pessimism
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,pessimism
A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,pessimism
Do you know how much it hurts to see you best friend sad?,pessimism
"@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.",pessimism
Smokeys dad is sad :/,pessimism
Going home is depressing,pessimism
We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,pessimism
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,pessimism
now im all alone and my joy's turned to moping,pessimism
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,pessimism
The terror threat level really need to be raised,pessimism
even walking around with my family members who carry guns makes me nervous and theyre my family....,pessimism
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,pessimism
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,pessimism
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,pessimism
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,pessimism
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. ",pessimism
@6itmap I can't help but feel melancholic!,pessimism
@faye_catherine happy anger sad melancholy confusion #woodspurge,pessimism
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,pessimism
Why doesn't anybody I know watch penny dreadful? ☹️️,pessimism
@zavierdaniels had to snap going crazy 😭😭,pessimism
"This room is rather dreary, but we endure what we must.",pessimism
@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,pessimism
Baaarissshhhhh + sad song =  prefect night — feeling alone,pessimism
@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,pessimism
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,pessimism
@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,pessimism
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,pessimism
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,pessimism
@hoemanda69 wtf is tenacious and jubilant,pessimism
@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,pessimism
Actually I always idealize the end of my relationships .. Such a pessimist,pessimism
@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,pessimism
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,pessimism
@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,pessimism
being bitter only hurts yourself lmaooo,pessimism
im so gloomy today,pessimism
It really is amazing the money they give to some of these QB's #nfl #texans #brock ,pessimism
so lost i'm faded,pessimism
@joey_coops yes Hun! Avoid at all costs!! #nightmare,pessimism
An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,pessimism
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ,pessimism
@T_newhouse13 as granny would say I don't know how to chirp,pessimism
@gurrie_j thanks for making me super sad about Pizza.  #freepizza,pessimism
I'm so nervous 😭,pessimism
@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,pessimism
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",pessimism
How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,pessimism
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. ,pessimism
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,pessimism
I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,pessimism
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,pessimism
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,pessimism
"@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.",pessimism
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",pessimism
"In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.",pessimism
"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",pessimism
"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",pessimism
Studying the phases of oscillation. How jovial. 😐🔫,pessimism
I wonder what would happen if I were a father. #weary,pessimism
It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,pessimism
@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?  #unhappy,pessimism
"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",pessimism
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,pessimism
I'm just always too shy,pessimism
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",pessimism
My #anxiety is rising tonight and I'm not sure why. Sometimes I wonder if I'm a magnet for any free-floating anxiety in the universe.,pessimism
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,pessimism
when u havent learned to swim 🤔 but you keep working out so you're denser and less buoyant 😞 but swimming is scary 🤔 but also u cant swim 😞,pessimism
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote,pessimism
First day of college feeling nervous,pessimism
"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",pessimism
@NicKeaney Hope they refuse :( x #depressing,pessimism
This weather making me dread work tonight,pessimism
"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",pessimism
Multitasking .... I may have to induce these seeds of mine to sleep. #restless,pessimism
"@stephtikkanen oh so true, so true. #shudder",pessimism
"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",pessimism
Heard of panic! At the disco? How about Kach-ing! at the ATM,pessimism
there are magpies gathering around me help I'm going to be swooped ! #terrorism,pessimism
i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me,pessimism
"Watched the movie, friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made. #nightmare 😰",pessimism
Honestly depression is kicking my ass lately.. 😔,pessimism
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,pessimism
I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,pessimism
i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,pessimism
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,pessimism
Haven't gotten one hour of sleep... Today is going to be a fun day 😐 ,pessimism
But i'll be a pity. 🐑 ,pessimism
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",pessimism
Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe,pessimism
How do you ever stop being #afraid of someone that you live with,pessimism
"@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist",pessimism
And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,pessimism
"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",pessimism
"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan ",pessimism
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,pessimism
"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",pessimism
I want to pour all my tears on someone right now. So tired of this #upset #sad,pessimism
the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,pessimism
"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",pessimism
@chloemcaleese what a nightmare!,pessimism
"That heart pounding, goosebumping nightmare experience! 😨 Woke up 3:00 in the morning with that scary, bad dream of mine. 😰",pessimism
"@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs",pessimism
That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,pessimism
"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",pessimism
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,pessimism
@LaurenBrierley2 sparkling water = death,pessimism
My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',pessimism
I sulk too much for my own good.,pessimism
It's so gloomy outside. I wish it was as cold as it looked,pessimism
"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",pessimism
"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",pessimism
"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",pessimism
"😩😩😩😩 heads melted, very tired but can't sleep. ",pessimism
depress 😭,pessimism
@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,pessimism
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",pessimism
"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",pessimism
@realDonaldTrump negative campaign of doom and gloom don't win elections,pessimism
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),pessimism
All I want to do is watch some netflix but I am stuck here in class. #depressing,pessimism
Today you visited me in my dreams and even though you aren't physically gone I still mourn you,pessimism
Dylon felt dejected. He has a dejected aunt!,pessimism
Always hurting somewhere..... ALWAYS tired ....when are you lively ??,pessimism
what to wear Friday \nspeaking in front of 100's.   #nervous,pessimism
Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,pessimism
Living life so relentless,pessimism
something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,pessimism
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",pessimism
That AK47 leave your spine with a frown,pessimism
@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if,pessimism
my life in one word is depressing,pessimism
Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,pessimism
Being shy is the biggest struggle of my life. 🙄,pessimism
"Well, I had hopes for today. No go. #unhappy",pessimism
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,pessimism
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,pessimism
@el_tityboi bc it's a gloomy day Tony,pessimism
Don't be bitter,pessimism
@FlakeJay ring ring! #depression is here,pessimism
This nigga doesn't even look for his real family 🙄😂 #sad,pessimism
