Tweet,label
Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo,joy
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,joy
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,joy
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost,joy
"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",joy
#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,joy
@STLouis_RamsFan their whole team is limited when they're on the field. ,joy
"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",joy
"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",joy
The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman,joy
#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX,joy
"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",joy
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,joy
Chris ate all my mac n cheese so imma eat all his taffy #revenge,joy
"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",joy
"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",joy
"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭",joy
Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),joy
#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,joy
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,joy
"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",joy
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. ",joy
HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle,joy
Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,joy
Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,joy
"@theclobra lol I thought maybe, couldn't decide if there was levity or not",joy
@Cherie_Fitz it's being extremely playful,joy
@BarackObama I love Lizzy Warren's latest rage against Wall Street.,joy
"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",joy
I see I'll be hovering over the block button today with much glee.,joy
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
"Be happy. Be who you want to be. If others don't like it, then let them be. Happiness is a choice. Life isn't about pleasing everybody....",joy
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",joy
@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?,joy
@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,joy
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,joy
"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",joy
@enews #breezy deserve it..,joy
"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",joy
Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,joy
"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",joy
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",joy
I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,joy
Your future is bright. #Remember,joy
"@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127",joy
"As your own lives in order to complete our amazing life journey successfully, it is there. ",joy
"#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!",joy
@salutetroye you look adorable awe,joy
"@warrensarahh @CjKiid awe, miss y'all too!:)",joy
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour",joy
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,joy
"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",joy
Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,joy
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,joy
@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,joy
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,joy
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",joy
“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,joy
Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,joy
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,joy
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",joy
Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,joy
@TeamGrout glee,joy
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,joy
"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice",joy
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,joy
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,joy
Why is it so windy? So glad I didn't ride my bike. #fear #wind,joy
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",joy
"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",joy
"@my2k aaa Cam animated that, so proud of our boy",joy
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,joy
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",joy
jstor's lingua obscura articles are always such a delight,joy
Feel the wrath of my air-dropped pamphlets!,joy
@MichiganBromo Good optimism sir :),joy
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,joy
"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",joy
Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,joy
"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",joy
now playing yung fav song ni chavs #sober 😂,joy
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,joy
Watch this amazing live.ly broadcast by @flydudern  #musically,joy
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,joy
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,joy
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,joy
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ,joy
@niceoneWern @Alotta_Pain the gleesome threesome,joy
@mrfisher81 Just my attempt at levity 😉,joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy
@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,joy
Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed,joy
@philjame5 @spoke_bros wow! that looks bright,joy
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,joy
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",joy
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",joy
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,joy
@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,joy
@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,joy
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,joy
"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",joy
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,joy
@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,joy
The Pats are awesome. Belichick is awesome ...they just are. ,joy
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",joy
Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
@TampaBayRay I cried with laughter.,joy
"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",joy
HMS Pinafore' time.\n\nI need some mirth.,joy
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,joy
"I like talking to someone who makes me laugh, laughter is the best medicine",joy
"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",joy
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,joy
@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx,joy
@sophtulig I personally prefer being happy.,joy
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,joy
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy
Pull over #tonight and make your car #shake 😋💦,joy
@clonmacart I'm beaming with glee.,joy
"B day next week, catch the sauce and watch the heaviness!",joy
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",joy
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,joy
10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,joy
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",joy
Just want Saturday to be over but then again I want to do good #LSAT ,joy
"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",joy
American Schools are lively,joy
Accept the challenges so that you can feel the exhilaration of victory.,joy
The best revenge is massive success.,joy
Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable,joy
@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here 😊,joy
Avoiding hearty basset hound no time present-time american the brave: YDXef,joy
Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽,joy
"@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.",joy
The bounty hunter things a bit lively,joy
@beautyfulli_ami that guy in the back of your picture is hilarious,joy
@WriterlyTweets Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer,joy
"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.",joy
7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray,joy
The #most wasteful day is a #day without #laughter,joy
@Dak2future decorations are up all over Jersey already ,joy
"She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics",joy
Damn gud #premiere #LethalWeapon...#funny and #serious,joy
"“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership",joy
Relive Vegas' heyday with Rat Pack tribute,joy
"@LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.",joy
"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",joy
"@MrHenvin Thank you, happy birthday to you as well!",joy
Watch this amazing live.ly broadcast by @iamjustinburke  #musically,joy
"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",joy
Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !",joy
Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,joy
@wesrucker247 sounds like a good game plan for our offense....,joy
Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport,joy
@julwhite chirp chirp! :),joy
I'm the reason I smile everyday 💯,joy
"As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.",joy
"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",joy
something about opening mail is just...very pleasing,joy
I love my family so much #lucky #grateful #smartassfamily #hilarious #love,joy
Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.,joy
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy
@pxrfectpeach it's got her little pout,joy
@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. ,joy
@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,joy
"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",joy
Ughhh love a clean house and my incense lit aromatherapy,joy
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy
@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.,joy
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,joy
@MarissaYerton wanna shake my tree??? 🍑🍑🍑🍑,joy
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,joy
@FraserKeegan just had a steak pie supper #tremendous,joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",joy
Some People hate nothing more than a happy confident person. Never mind  #confident,joy
@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,joy
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy
@97_aleix having a terrific game and not at all fazed #MCFC,joy
Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏,joy
"She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer",joy
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,joy
Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,joy
Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,joy
I always dread Wednesday's and the always end up making me the happiest,joy
"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",joy
@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀,joy
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. ,joy
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy,joy
The Pats are awesome. Belichick is awesome ...they just are. #awestruck,joy
David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,joy
Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,joy
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,joy
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,joy
i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired,joy
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy
This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including me😑😑😂,joy
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",joy
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered ,joy
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",joy
@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,joy
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,joy
@_wednesdaychild I need to cheer up,joy
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,joy
Sanatana Lopez is definitely me 😂 ,joy
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",joy
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,joy
Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,joy
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,joy
"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",joy
I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,joy
@reinervshunter you got this💙 #staystrong #smile #yourebeautiful,joy
I love how cheery and adoring @JackHoward gets every time he produces new content.,joy
Might start stanning Lady Gaga again - more so than last time - but shhh don't tell Connor,joy
Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,joy
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",joy
@harrietemmett great minds think alike. ,joy
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video 😂,joy
@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,joy
"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.",joy
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,joy
In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,joy
@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.,joy
"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy
@zinabukvic_ cheer up,joy
@marthalyssa yep. LOL #bitter,joy
Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,joy
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,joy
It would appear it's a good year for the #blues,joy
Batman the animated series is a gift from the 90s animation gods,joy
@Kailyew hahah tiff sent me that too😂,joy
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",joy
"@PAKallman If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity.",joy
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊,joy
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",joy
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,joy
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",joy
It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting,joy
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,joy
Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂,joy
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,joy
Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy
Is there a perfume that smells like the smell of smokey incense because i would be all about that,joy
But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,joy
you know it's beauty when the smile is her best curve,joy
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",joy
"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote",joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",joy
@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 ,joy
still shaking though 🙃,joy
@LoriAlan1 Seriously. Digging those eyebrows. #animated,joy
